,date,cancelledOn,createdOn
2952,2020-02-19,2019-11-03,2019-10-27
2953,2020-02-19,2019-11-03,2019-10-27
2954,2020-02-19,2019-11-03,2019-10-27
2955,2020-02-19,2019-11-03,2019-10-27
2956,2020-02-19,2019-11-03,2019-10-27
2957,2020-02-19,2019-11-03,2019-10-27
2958,2020-02-19,2019-11-03,2019-10-27
2959,2020-02-19,2019-11-03,2019-10-27
2960,2020-02-19,2019-11-03,2019-10-27
2961,2020-02-19,2019-11-03,2019-10-27
2962,2020-02-19,2019-11-03,2019-10-27
2963,2020-02-19,2019-11-03,2019-10-27
2964,2020-02-19,2019-11-03,2019-10-27
2965,2020-02-19,2019-11-03,2019-10-27
2966,2020-02-19,2019-11-03,2019-10-27
2967,2020-02-19,2020-02-03,2020-01-16
2968,2020-02-20,2020-02-03,2020-01-16
2969,2020-02-21,2020-02-03,2020-01-16
2970,2020-02-20,2019-09-21,2019-09-18
2971,2020-02-21,2019-09-21,2019-09-18
2972,2020-02-22,2019-09-21,2019-09-18
2973,2020-02-23,2019-09-21,2019-09-18
2974,2020-02-24,2019-09-21,2019-09-18
2975,2020-02-25,2019-09-21,2019-09-18
2976,2020-02-20,2019-09-21,2019-09-18
2977,2020-02-21,2019-09-21,2019-09-18
2978,2020-02-22,2019-09-21,2019-09-18
2979,2020-02-23,2019-09-21,2019-09-18
2980,2020-02-24,2019-09-21,2019-09-18
2981,2020-02-25,2019-09-21,2019-09-18
2982,2020-02-20,2019-09-21,2019-09-18
2983,2020-02-21,2019-09-21,2019-09-18
2984,2020-02-22,2019-09-21,2019-09-18
2985,2020-02-23,2019-09-21,2019-09-18
2986,2020-02-24,2019-09-21,2019-09-18
2987,2020-02-25,2019-09-21,2019-09-18
2988,2020-02-20,2019-09-21,2019-09-18
2989,2020-02-21,2019-09-21,2019-09-18
2990,2020-02-22,2019-09-21,2019-09-18
2991,2020-02-23,2019-09-21,2019-09-18
2992,2020-02-24,2019-09-21,2019-09-18
2993,2020-02-25,2019-09-21,2019-09-18
2994,2020-02-20,2019-11-29,2019-11-17
2995,2020-02-21,2019-11-29,2019-11-17
2996,2020-02-22,2019-11-29,2019-11-17
2997,2020-02-23,2019-11-29,2019-11-17
2998,2020-02-24,2019-11-29,2019-11-17
2999,2020-02-20,2020-02-20,2020-02-12
3000,2020-02-20,2020-02-20,2020-02-12
3001,2020-02-20,2020-02-20,2020-02-12
3002,2020-02-21,2019-12-28,2019-12-11
3003,2020-02-22,2019-12-28,2019-12-11
3004,2020-02-23,2019-12-28,2019-12-11
3005,2020-02-24,2019-12-28,2019-12-11
3006,2020-02-25,2019-12-28,2019-12-11
3007,2020-02-26,2019-12-28,2019-12-11
3008,2020-02-27,2019-12-28,2019-12-11
3009,2020-02-28,2019-12-28,2019-12-11
3010,2020-02-29,2019-12-28,2019-12-11
3011,2020-02-21,2019-12-28,2019-12-11
3012,2020-02-22,2019-12-28,2019-12-11
3013,2020-02-23,2019-12-28,2019-12-11
3014,2020-02-24,2019-12-28,2019-12-11
3015,2020-02-25,2019-12-28,2019-12-11
3016,2020-02-26,2019-12-28,2019-12-11
3017,2020-02-27,2019-12-28,2019-12-11
3018,2020-02-28,2019-12-28,2019-12-11
3019,2020-02-29,2019-12-28,2019-12-11
3020,2020-02-21,2019-12-28,2019-12-11
3021,2020-02-22,2019-12-28,2019-12-11
3022,2020-02-23,2019-12-28,2019-12-11
3023,2020-02-24,2019-12-28,2019-12-11
3024,2020-02-25,2019-12-28,2019-12-11
3025,2020-02-26,2019-12-28,2019-12-11
3026,2020-02-27,2019-12-28,2019-12-11
3027,2020-02-28,2019-12-28,2019-12-11
3028,2020-02-29,2019-12-28,2019-12-11
3029,2020-02-22,2019-09-13,2019-06-07
3030,2020-02-23,2019-09-13,2019-06-07
3031,2020-02-24,2019-09-13,2019-06-07
3032,2020-02-25,2019-09-13,2019-06-07
3033,2020-02-26,2019-09-13,2019-06-07
3034,2020-02-27,2019-09-13,2019-06-07
3035,2020-02-22,2019-09-04,2019-08-24
3036,2020-02-23,2019-09-04,2019-08-24
3037,2020-02-24,2019-09-04,2019-08-24
3038,2020-02-25,2019-09-04,2019-08-24
3039,2020-02-26,2019-09-04,2019-08-24
3040,2020-02-22,2019-09-29,2019-09-17
3041,2020-02-23,2019-09-29,2019-09-17
3042,2020-02-24,2019-09-29,2019-09-17
3043,2020-02-25,2019-09-29,2019-09-17
3044,2020-02-26,2019-09-29,2019-09-17
3045,2020-02-27,2019-09-29,2019-09-17
3046,2020-02-28,2019-09-29,2019-09-17
3047,2020-02-22,2019-10-15,2019-10-05
3048,2020-02-23,2019-10-15,2019-10-05
3049,2020-02-24,2019-10-15,2019-10-05
3050,2020-02-25,2019-10-15,2019-10-05
3051,2020-02-26,2019-10-15,2019-10-05
3052,2020-02-22,2019-10-15,2019-10-05
3053,2020-02-23,2019-10-15,2019-10-05
3054,2020-02-24,2019-10-15,2019-10-05
3055,2020-02-25,2019-10-15,2019-10-05
3056,2020-02-26,2019-10-15,2019-10-05
3057,2020-02-22,2019-10-15,2019-10-05
3058,2020-02-23,2019-10-15,2019-10-05
3059,2020-02-24,2019-10-15,2019-10-05
3060,2020-02-25,2019-10-15,2019-10-05
3061,2020-02-26,2019-10-15,2019-10-05
3062,2020-02-22,2019-11-29,2019-11-17
3063,2020-02-23,2019-11-29,2019-11-17
3064,2020-02-24,2019-11-29,2019-11-17
3065,2020-02-25,2019-11-29,2019-11-17
3066,2020-02-26,2019-11-29,2019-11-17
3067,2020-02-27,2019-11-29,2019-11-17
3068,2020-02-28,2019-11-29,2019-11-17
3069,2020-02-22,2019-11-29,2019-11-17
3070,2020-02-23,2019-11-29,2019-11-17
3071,2020-02-24,2019-11-29,2019-11-17
3072,2020-02-25,2019-11-29,2019-11-17
3073,2020-02-26,2019-11-29,2019-11-17
3074,2020-02-27,2019-11-29,2019-11-17
3075,2020-02-28,2019-11-29,2019-11-17
3076,2020-02-22,2019-12-14,2019-12-06
3077,2020-02-23,2019-12-14,2019-12-06
3078,2020-02-24,2019-12-14,2019-12-06
3079,2020-02-25,2019-12-14,2019-12-06
3080,2020-02-26,2019-12-14,2019-12-06
3081,2020-02-27,2019-12-14,2019-12-06
3082,2020-02-22,2019-12-14,2019-12-06
3083,2020-02-23,2019-12-14,2019-12-06
3084,2020-02-24,2019-12-14,2019-12-06
3085,2020-02-25,2019-12-14,2019-12-06
3086,2020-02-26,2019-12-14,2019-12-06
3087,2020-02-27,2019-12-14,2019-12-06
3088,2020-02-22,2020-02-20,2019-11-24
3089,2020-02-23,2020-02-20,2019-11-24
3090,2020-02-24,2020-02-20,2019-11-24
3091,2020-02-25,2020-02-20,2019-11-24
3092,2020-02-26,2020-02-20,2019-11-24
3093,2020-02-27,2020-02-20,2019-11-24
3094,2020-02-28,2020-02-20,2019-11-24
3095,2020-02-22,2020-02-02,2020-01-10
3096,2020-02-23,2020-02-02,2020-01-10
3097,2020-02-24,2020-02-02,2020-01-10
3098,2020-02-23,2019-08-11,2019-07-25
3099,2020-02-24,2019-08-11,2019-07-25
3100,2020-02-25,2019-08-11,2019-07-25
3101,2020-02-26,2019-08-11,2019-07-25
3102,2020-02-27,2019-08-11,2019-07-25
3103,2020-02-28,2019-08-11,2019-07-25
3104,2020-02-29,2019-08-11,2019-07-25
3105,2020-02-23,2019-08-11,2019-07-25
3106,2020-02-24,2019-08-11,2019-07-25
3107,2020-02-25,2019-08-11,2019-07-25
3108,2020-02-26,2019-08-11,2019-07-25
3109,2020-02-27,2019-08-11,2019-07-25
3110,2020-02-28,2019-08-11,2019-07-25
3111,2020-02-29,2019-08-11,2019-07-25
3112,2020-02-23,2019-08-11,2019-07-25
3113,2020-02-24,2019-08-11,2019-07-25
3114,2020-02-25,2019-08-11,2019-07-25
3115,2020-02-26,2019-08-11,2019-07-25
3116,2020-02-27,2019-08-11,2019-07-25
3117,2020-02-28,2019-08-11,2019-07-25
3118,2020-02-29,2019-08-11,2019-07-25
3119,2020-02-23,2019-10-05,2019-09-29
3120,2020-02-24,2019-10-05,2019-09-29
3121,2020-02-25,2019-10-05,2019-09-29
3122,2020-02-26,2019-10-05,2019-09-29
3123,2020-02-23,2019-10-05,2019-09-29
3124,2020-02-24,2019-10-05,2019-09-29
3125,2020-02-25,2019-10-05,2019-09-29
3126,2020-02-26,2019-10-05,2019-09-29
3127,2020-02-23,2019-10-05,2019-09-29
3128,2020-02-24,2019-10-05,2019-09-29
3129,2020-02-25,2019-10-05,2019-09-29
3130,2020-02-26,2019-10-05,2019-09-29
3131,2020-02-23,2019-10-10,2019-10-03
3132,2020-02-24,2019-10-10,2019-10-03
3133,2020-02-25,2019-10-10,2019-10-03
3134,2020-02-26,2019-10-10,2019-10-03
3135,2020-02-27,2019-10-10,2019-10-03
3136,2020-02-28,2019-10-10,2019-10-03
3137,2020-02-23,2019-10-10,2019-10-03
3138,2020-02-24,2019-10-10,2019-10-03
3139,2020-02-25,2019-10-10,2019-10-03
3140,2020-02-26,2019-10-10,2019-10-03
3141,2020-02-27,2019-10-10,2019-10-03
3142,2020-02-28,2019-10-10,2019-10-03
3143,2020-02-23,2019-10-15,2019-10-04
3144,2020-02-24,2019-10-15,2019-10-04
3145,2020-02-25,2019-10-15,2019-10-04
3146,2020-02-26,2019-10-15,2019-10-04
3147,2020-02-23,2019-11-08,2019-10-31
3148,2020-02-24,2019-11-08,2019-10-31
3149,2020-02-25,2019-11-08,2019-10-31
3150,2020-02-26,2019-11-08,2019-10-31
3151,2020-02-27,2019-11-08,2019-10-31
3152,2020-02-28,2019-11-08,2019-10-31
3153,2020-02-29,2019-11-08,2019-10-31
3154,2020-02-23,2019-11-08,2019-10-31
3155,2020-02-24,2019-11-08,2019-10-31
3156,2020-02-25,2019-11-08,2019-10-31
3157,2020-02-26,2019-11-08,2019-10-31
3158,2020-02-27,2019-11-08,2019-10-31
3159,2020-02-28,2019-11-08,2019-10-31
3160,2020-02-29,2019-11-08,2019-10-31
3161,2020-02-23,2019-11-12,2019-11-06
3162,2020-02-24,2019-11-12,2019-11-06
3163,2020-02-25,2019-11-12,2019-11-06
3164,2020-02-26,2019-11-12,2019-11-06
3165,2020-02-23,2019-11-12,2019-11-06
3166,2020-02-24,2019-11-12,2019-11-06
3167,2020-02-25,2019-11-12,2019-11-06
3168,2020-02-26,2019-11-12,2019-11-06
3169,2020-02-23,2019-12-08,2019-12-01
3170,2020-02-24,2019-12-08,2019-12-01
3171,2020-02-25,2019-12-08,2019-12-01
3172,2020-02-26,2019-12-08,2019-12-01
3173,2020-02-27,2019-12-08,2019-12-01
3174,2020-02-28,2019-12-08,2019-12-01
3175,2020-02-23,2020-02-18,2020-01-08
3176,2020-02-24,2020-02-18,2020-01-08
3177,2020-02-25,2020-02-18,2020-01-08
3178,2020-02-26,2020-02-18,2020-01-08
3179,2020-02-23,2020-02-19,2020-02-18
3180,2020-02-24,2020-02-19,2020-02-18
3181,2020-02-25,2020-02-19,2020-02-18
3182,2020-02-24,2019-10-25,2019-10-19
3183,2020-02-25,2019-10-25,2019-10-19
3184,2020-02-26,2019-10-25,2019-10-19
3185,2020-02-27,2019-10-25,2019-10-19
3186,2020-02-28,2019-10-25,2019-10-19
3187,2020-02-24,2019-10-25,2019-10-19
3188,2020-02-25,2019-10-25,2019-10-19
3189,2020-02-26,2019-10-25,2019-10-19
3190,2020-02-27,2019-10-25,2019-10-19
3191,2020-02-28,2019-10-25,2019-10-19
3192,2020-02-24,2019-12-01,2019-11-17
3193,2020-02-25,2019-12-01,2019-11-17
3194,2020-02-26,2019-12-01,2019-11-17
3195,2020-02-27,2019-12-01,2019-11-17
3196,2020-02-28,2019-12-01,2019-11-17
3197,2020-02-29,2019-12-01,2019-11-17
3198,2020-02-24,2019-12-01,2019-11-17
3199,2020-02-25,2019-12-01,2019-11-17
3200,2020-02-26,2019-12-01,2019-11-17
3201,2020-02-27,2019-12-01,2019-11-17
3202,2020-02-28,2019-12-01,2019-11-17
3203,2020-02-29,2019-12-01,2019-11-17
3204,2020-02-24,2019-12-14,2019-12-04
3205,2020-02-25,2019-12-14,2019-12-04
3206,2020-02-26,2019-12-14,2019-12-04
3207,2020-02-27,2019-12-14,2019-12-04
3208,2020-02-28,2019-12-14,2019-12-04
3209,2020-02-29,2019-12-14,2019-12-04
3210,2020-02-24,2019-12-14,2019-12-04
3211,2020-02-25,2019-12-14,2019-12-04
3212,2020-02-26,2019-12-14,2019-12-04
3213,2020-02-27,2019-12-14,2019-12-04
3214,2020-02-28,2019-12-14,2019-12-04
3215,2020-02-29,2019-12-14,2019-12-04
3216,2020-02-24,2019-12-15,2019-12-08
3217,2020-02-25,2019-12-15,2019-12-08
3218,2020-02-26,2019-12-15,2019-12-08
3219,2020-02-27,2019-12-15,2019-12-08
3220,2020-02-24,2019-12-15,2019-12-08
3221,2020-02-25,2019-12-15,2019-12-08
3222,2020-02-26,2019-12-15,2019-12-08
3223,2020-02-27,2019-12-15,2019-12-08
3224,2020-02-26,2019-08-24,2019-08-15
3225,2020-02-27,2019-08-24,2019-08-15
3226,2020-02-28,2019-08-24,2019-08-15
3227,2020-02-29,2019-08-24,2019-08-15
3228,2020-03-01,2019-08-24,2019-08-15
3229,2020-02-26,2019-10-10,2019-10-03
3230,2020-02-27,2019-10-10,2019-10-03
3231,2020-02-28,2019-10-10,2019-10-03
3232,2020-02-26,2019-10-10,2019-10-03
3233,2020-02-27,2019-10-10,2019-10-03
3234,2020-02-28,2019-10-10,2019-10-03
3235,2020-02-26,2019-10-10,2019-10-03
3236,2020-02-27,2019-10-10,2019-10-03
3237,2020-02-28,2019-10-10,2019-10-03
3238,2020-02-26,2019-10-10,2019-10-03
3239,2020-02-27,2019-10-10,2019-10-03
3240,2020-02-28,2019-10-10,2019-10-03
3241,2020-02-26,2019-10-10,2019-10-03
3242,2020-02-27,2019-10-10,2019-10-03
3243,2020-02-28,2019-10-10,2019-10-03
3244,2020-02-26,2019-10-10,2019-10-03
3245,2020-02-27,2019-10-10,2019-10-03
3246,2020-02-28,2019-10-10,2019-10-03
3247,2020-02-26,2019-10-10,2019-10-03
3248,2020-02-27,2019-10-10,2019-10-03
3249,2020-02-28,2019-10-10,2019-10-03
3250,2020-02-26,2019-10-10,2019-10-03
3251,2020-02-27,2019-10-10,2019-10-03
3252,2020-02-28,2019-10-10,2019-10-03
3253,2020-02-26,2019-10-25,2019-10-15
3254,2020-02-27,2019-10-25,2019-10-15
3255,2020-02-28,2019-10-25,2019-10-15
3256,2020-02-26,2019-10-25,2019-10-15
3257,2020-02-27,2019-10-25,2019-10-15
3258,2020-02-28,2019-10-25,2019-10-15
3259,2020-02-26,2019-10-25,2019-10-15
3260,2020-02-27,2019-10-25,2019-10-15
3261,2020-02-28,2019-10-25,2019-10-15
3262,2020-02-26,2019-12-20,2019-12-16
3263,2020-02-27,2019-12-20,2019-12-16
3264,2020-02-28,2019-12-20,2019-12-16
3265,2020-02-29,2019-12-20,2019-12-16
3266,2020-03-01,2019-12-20,2019-12-16
3267,2020-03-02,2019-12-20,2019-12-16
3268,2020-03-03,2019-12-20,2019-12-16
3269,2020-03-04,2019-12-20,2019-12-16
3270,2020-03-05,2019-12-20,2019-12-16
3271,2020-03-06,2019-12-20,2019-12-16
3272,2020-02-26,2020-02-24,2020-02-03
3273,2020-02-26,2020-02-25,2020-02-20
3274,2020-02-27,2020-02-19,2019-11-26
3275,2020-02-28,2020-02-19,2019-11-26
3276,2020-02-29,2020-02-19,2019-11-26
3277,2020-02-27,2020-01-22,2020-01-19
3278,2020-02-28,2020-01-22,2020-01-19
3279,2020-02-29,2020-01-22,2020-01-19
3280,2020-02-29,2020-01-25,2019-04-12
3281,2020-03-01,2020-01-25,2019-04-12
3282,2020-03-02,2020-01-25,2019-04-12
3283,2020-03-03,2020-01-25,2019-04-12
3284,2020-03-04,2020-01-25,2019-04-12
3285,2020-03-05,2020-01-25,2019-04-12
3286,2020-03-06,2020-01-25,2019-04-12
3287,2020-02-29,2020-02-24,2020-02-19
3288,2020-03-01,2020-02-25,2020-02-24
3289,2020-03-02,2020-02-25,2020-02-24
3290,2020-03-03,2020-03-01,2020-02-20
3291,2020-03-04,2020-03-01,2020-02-20
3292,2020-03-05,2020-03-01,2020-02-20
3293,2020-03-03,2020-03-01,2020-01-26
3294,2020-03-03,2020-03-01,2020-01-26
3295,2020-03-03,2020-03-01,2020-01-26
3296,2020-03-03,2020-03-01,2020-01-26
3297,2020-03-04,2019-11-06,2019-10-29
3298,2020-03-05,2019-11-06,2019-10-29
3299,2020-03-06,2019-11-06,2019-10-29
3300,2020-03-07,2019-11-06,2019-10-29
3301,2020-03-04,2019-11-06,2019-10-29
3302,2020-03-05,2019-11-06,2019-10-29
3303,2020-03-06,2019-11-06,2019-10-29
3304,2020-03-07,2019-11-06,2019-10-29
3305,2020-03-04,2019-11-06,2019-10-29
3306,2020-03-05,2019-11-06,2019-10-29
3307,2020-03-06,2019-11-06,2019-10-29
3308,2020-03-07,2019-11-06,2019-10-29
3309,2020-03-04,2019-11-06,2019-10-29
3310,2020-03-05,2019-11-06,2019-10-29
3311,2020-03-06,2019-11-06,2019-10-29
3312,2020-03-07,2019-11-06,2019-10-29
3313,2020-03-04,2019-11-06,2019-10-29
3314,2020-03-05,2019-11-06,2019-10-29
3315,2020-03-06,2019-11-06,2019-10-29
3316,2020-03-07,2019-11-06,2019-10-29
3317,2020-03-04,2019-11-06,2019-10-29
3318,2020-03-05,2019-11-06,2019-10-29
3319,2020-03-06,2019-11-06,2019-10-29
3320,2020-03-07,2019-11-06,2019-10-29
3321,2020-03-05,2019-12-25,2019-12-16
3322,2020-03-05,2020-02-02,2020-01-29
3323,2020-03-06,2020-02-02,2020-01-29
3324,2020-03-07,2020-02-02,2020-01-29
3325,2020-03-08,2020-02-02,2020-01-29
3326,2020-03-09,2020-02-02,2020-01-29
3327,2020-03-05,2020-02-22,2020-02-02
3328,2020-03-05,2020-02-13,2020-02-06
3329,2020-03-06,2020-02-13,2020-02-06
3330,2020-03-05,2020-02-13,2020-02-06
3331,2020-03-06,2020-02-13,2020-02-06
3332,2020-03-05,2020-03-02,2019-11-21
3333,2020-03-06,2020-03-02,2019-11-21
3334,2020-03-07,2020-03-02,2019-11-21
3335,2020-03-08,2020-03-02,2019-11-21
3336,2020-03-05,2020-02-29,2020-01-02
3337,2020-03-06,2020-03-06,2020-02-25
3338,2020-03-07,2020-03-07,2020-02-25
3339,2020-03-08,2020-03-08,2020-02-25
3340,2020-03-06,2019-11-08,2019-11-01
3341,2020-03-07,2019-11-08,2019-11-01
3342,2020-03-08,2019-11-08,2019-11-01
3343,2020-03-09,2019-11-08,2019-11-01
3344,2020-03-10,2019-11-08,2019-11-01
3345,2020-03-11,2019-11-08,2019-11-01
3346,2020-03-12,2019-11-08,2019-11-01
3347,2020-03-06,2019-11-08,2019-11-01
3348,2020-03-07,2019-11-08,2019-11-01
3349,2020-03-08,2019-11-08,2019-11-01
3350,2020-03-09,2019-11-08,2019-11-01
3351,2020-03-10,2019-11-08,2019-11-01
3352,2020-03-11,2019-11-08,2019-11-01
3353,2020-03-12,2019-11-08,2019-11-01
3354,2020-03-06,2019-11-08,2019-11-01
3355,2020-03-07,2019-11-08,2019-11-01
3356,2020-03-08,2019-11-08,2019-11-01
3357,2020-03-09,2019-11-08,2019-11-01
3358,2020-03-10,2019-11-08,2019-11-01
3359,2020-03-11,2019-11-08,2019-11-01
3360,2020-03-12,2019-11-08,2019-11-01
3361,2020-03-06,2019-11-21,2019-11-14
3362,2020-03-07,2019-11-21,2019-11-14
3363,2020-03-06,2019-11-21,2019-11-14
3364,2020-03-07,2019-11-21,2019-11-14
3365,2020-03-06,2019-11-21,2019-11-14
3366,2020-03-07,2019-11-21,2019-11-14
3367,2020-03-06,2019-11-21,2019-11-14
3368,2020-03-07,2019-11-21,2019-11-14
3369,2020-03-06,2019-11-21,2019-11-14
3370,2020-03-07,2019-11-21,2019-11-14
3371,2020-03-06,2019-11-21,2019-11-14
3372,2020-03-07,2019-11-21,2019-11-14
3373,2020-03-06,2019-11-21,2019-11-14
3374,2020-03-07,2019-11-21,2019-11-14
3375,2020-03-06,2019-11-21,2019-11-14
3376,2020-03-07,2019-11-21,2019-11-14
3377,2020-03-06,2019-11-21,2019-11-14
3378,2020-03-07,2019-11-21,2019-11-14
3379,2020-03-06,2019-11-21,2019-11-14
3380,2020-03-07,2019-11-21,2019-11-14
3381,2020-03-06,2019-11-21,2019-11-14
3382,2020-03-07,2019-11-21,2019-11-14
3383,2020-03-06,2019-11-21,2019-11-14
3384,2020-03-07,2019-11-21,2019-11-14
3385,2020-03-06,2019-12-16,2019-12-09
3386,2020-03-07,2019-12-16,2019-12-09
3387,2020-03-08,2019-12-16,2019-12-09
3388,2020-03-09,2019-12-16,2019-12-09
3389,2020-03-10,2019-12-16,2019-12-09
3390,2020-03-06,2019-12-16,2019-12-09
3391,2020-03-07,2019-12-16,2019-12-09
3392,2020-03-08,2019-12-16,2019-12-09
3393,2020-03-09,2019-12-16,2019-12-09
3394,2020-03-10,2019-12-16,2019-12-09
3395,2020-03-06,2020-03-02,2019-12-26
3396,2020-03-07,2020-03-02,2019-12-26
3397,2020-03-08,2020-03-02,2019-12-26
3398,2020-03-06,2020-03-04,2020-01-12
3399,2020-03-07,2019-08-13,2019-04-12
3400,2020-03-08,2019-08-13,2019-04-12
3401,2020-03-09,2019-08-13,2019-04-12
3402,2020-03-10,2019-08-13,2019-04-12
3403,2020-03-11,2019-08-13,2019-04-12
3404,2020-03-12,2019-08-13,2019-04-12
3405,2020-03-13,2019-08-13,2019-04-12
3406,2020-03-07,2019-08-13,2019-04-11
3407,2020-03-08,2019-08-13,2019-04-11
3408,2020-03-09,2019-08-13,2019-04-11
3409,2020-03-10,2019-08-13,2019-04-11
3410,2020-03-11,2019-08-13,2019-04-11
3411,2020-03-12,2019-08-13,2019-04-11
3412,2020-03-13,2019-08-13,2019-04-11
3413,2020-03-07,2019-09-26,2019-09-18
3414,2020-03-07,2019-09-26,2019-09-18
3415,2020-03-07,2019-09-26,2019-09-18
3416,2020-03-07,2019-09-26,2019-09-18
3417,2020-03-07,2019-09-26,2019-09-18
3418,2020-03-07,2019-09-26,2019-09-18
3419,2020-03-07,2019-09-26,2019-09-18
3420,2020-03-07,2019-09-26,2019-09-18
3421,2020-03-07,2019-09-26,2019-09-18
3422,2020-03-07,2019-09-26,2019-09-18
3423,2020-03-07,2019-09-26,2019-09-18
3424,2020-03-07,2019-09-26,2019-09-18
3425,2020-03-07,2019-09-26,2019-09-18
3426,2020-03-07,2019-09-26,2019-09-18
3427,2020-03-07,2019-09-26,2019-09-18
3428,2020-03-07,2019-09-26,2019-09-18
3429,2020-03-07,2019-09-26,2019-09-18
3430,2020-03-07,2019-11-18,2019-10-29
3431,2020-03-08,2019-11-18,2019-10-29
3432,2020-03-09,2019-11-18,2019-10-29
3433,2020-03-07,2019-11-18,2019-10-29
3434,2020-03-08,2019-11-18,2019-10-29
3435,2020-03-09,2019-11-18,2019-10-29
3436,2020-03-07,2019-11-18,2019-10-29
3437,2020-03-08,2019-11-18,2019-10-29
3438,2020-03-09,2019-11-18,2019-10-29
3439,2020-03-07,2019-11-18,2019-10-29
3440,2020-03-08,2019-11-18,2019-10-29
3441,2020-03-09,2019-11-18,2019-10-29
3442,2020-03-07,2019-11-18,2019-10-29
3443,2020-03-08,2019-11-18,2019-10-29
3444,2020-03-09,2019-11-18,2019-10-29
3445,2020-03-07,2019-11-18,2019-10-29
3446,2020-03-08,2019-11-18,2019-10-29
3447,2020-03-09,2019-11-18,2019-10-29
3448,2020-03-07,2019-11-18,2019-10-29
3449,2020-03-08,2019-11-18,2019-10-29
3450,2020-03-09,2019-11-18,2019-10-29
3451,2020-03-07,2019-11-18,2019-10-29
3452,2020-03-08,2019-11-18,2019-10-29
3453,2020-03-09,2019-11-18,2019-10-29
3454,2020-03-07,2019-11-18,2019-10-29
3455,2020-03-08,2019-11-18,2019-10-29
3456,2020-03-09,2019-11-18,2019-10-29
3457,2020-03-07,2019-11-18,2019-10-29
3458,2020-03-08,2019-11-18,2019-10-29
3459,2020-03-09,2019-11-18,2019-10-29
3460,2020-03-07,2019-11-18,2019-10-29
3461,2020-03-08,2019-11-18,2019-10-29
3462,2020-03-09,2019-11-18,2019-10-29
3463,2020-03-07,2019-11-18,2019-10-29
3464,2020-03-08,2019-11-18,2019-10-29
3465,2020-03-09,2019-11-18,2019-10-29
3466,2020-03-07,2019-11-18,2019-10-29
3467,2020-03-08,2019-11-18,2019-10-29
3468,2020-03-09,2019-11-18,2019-10-29
3469,2020-03-07,2019-11-18,2019-10-29
3470,2020-03-08,2019-11-18,2019-10-29
3471,2020-03-09,2019-11-18,2019-10-29
3472,2020-03-07,2019-11-18,2019-10-29
3473,2020-03-08,2019-11-18,2019-10-29
3474,2020-03-09,2019-11-18,2019-10-29
3475,2020-03-07,2019-11-18,2019-10-29
3476,2020-03-08,2019-11-18,2019-10-29
3477,2020-03-09,2019-11-18,2019-10-29
3478,2020-03-07,2019-11-18,2019-10-29
3479,2020-03-08,2019-11-18,2019-10-29
3480,2020-03-09,2019-11-18,2019-10-29
3481,2020-03-07,2019-11-18,2019-10-29
3482,2020-03-08,2019-11-18,2019-10-29
3483,2020-03-09,2019-11-18,2019-10-29
3484,2020-03-07,2019-11-18,2019-10-29
3485,2020-03-08,2019-11-18,2019-10-29
3486,2020-03-09,2019-11-18,2019-10-29
3487,2020-03-07,2019-11-18,2019-10-29
3488,2020-03-08,2019-11-18,2019-10-29
3489,2020-03-09,2019-11-18,2019-10-29
3490,2020-03-07,2019-11-18,2019-10-29
3491,2020-03-08,2019-11-18,2019-10-29
3492,2020-03-09,2019-11-18,2019-10-29
3493,2020-03-07,2019-11-18,2019-10-29
3494,2020-03-08,2019-11-18,2019-10-29
3495,2020-03-09,2019-11-18,2019-10-29
3496,2020-03-07,2019-11-18,2019-10-29
3497,2020-03-08,2019-11-18,2019-10-29
3498,2020-03-09,2019-11-18,2019-10-29
3499,2020-03-07,2019-11-18,2019-10-29
3500,2020-03-08,2019-11-18,2019-10-29
3501,2020-03-09,2019-11-18,2019-10-29
3502,2020-03-07,2019-11-18,2019-10-29
3503,2020-03-08,2019-11-18,2019-10-29
3504,2020-03-09,2019-11-18,2019-10-29
3505,2020-03-07,2019-11-18,2019-10-29
3506,2020-03-08,2019-11-18,2019-10-29
3507,2020-03-09,2019-11-18,2019-10-29
3508,2020-03-07,2019-11-18,2019-10-29
3509,2020-03-08,2019-11-18,2019-10-29
3510,2020-03-09,2019-11-18,2019-10-29
3511,2020-03-07,2019-11-18,2019-10-29
3512,2020-03-08,2019-11-18,2019-10-29
3513,2020-03-09,2019-11-18,2019-10-29
3514,2020-03-07,2020-02-04,2019-04-11
3515,2020-03-08,2020-02-04,2019-04-11
3516,2020-03-09,2020-02-04,2019-04-11
3517,2020-03-10,2020-02-04,2019-04-11
3518,2020-03-11,2020-02-04,2019-04-11
3519,2020-03-12,2020-02-04,2019-04-11
3520,2020-03-13,2020-02-04,2019-04-11
3521,2020-03-07,2020-02-04,2019-04-12
3522,2020-03-08,2020-02-04,2019-04-12
3523,2020-03-09,2020-02-04,2019-04-12
3524,2020-03-10,2020-02-04,2019-04-12
3525,2020-03-11,2020-02-04,2019-04-12
3526,2020-03-12,2020-02-04,2019-04-12
3527,2020-03-13,2020-02-04,2019-04-12
3528,2020-03-07,2020-02-02,2020-01-26
3529,2020-03-08,2020-02-02,2020-01-26
3530,2020-03-09,2020-02-02,2020-01-26
3531,2020-03-10,2020-02-02,2020-01-26
3532,2020-03-11,2020-02-02,2020-01-26
3533,2020-03-07,2020-02-29,2020-01-21
